dev_auroc,dev_loss,epoch,step
0.7710412740707397,1.2031444311141968,0,105
0.8105869293212891,1.2810120582580566,1,211
0.839098334312439,1.217165470123291,2,317
0.8567320108413696,1.1856087446212769,3,423
0.8693575859069824,1.147958517074585,4,529
0.874364972114563,1.135422945022583,5,635
0.8787128329277039,1.1233062744140625,6,741
0.8825823664665222,1.0811147689819336,7,847
0.8866502046585083,1.0500129461288452,8,953
0.8888704180717468,1.0250422954559326,9,1059
0.8903757333755493,1.0305800437927246,10,1165
0.8909367918968201,1.0160270929336548,11,1271
0.892467200756073,1.0111560821533203,12,1377
0.8948590755462646,0.9996991157531738,13,1483
0.8984770774841309,0.9701226353645325,14,1589
0.9012297987937927,0.9549262523651123,15,1695
0.9021617770195007,0.9429824352264404,16,1801
0.9003138542175293,0.9339179396629333,17,1907
0.8985266089439392,0.9437306523323059,18,2013
0.9031694531440735,0.9215325713157654,19,2119
0.9027319550514221,0.9269015192985535,20,2225
0.9055160880088806,0.9072195887565613,21,2331
0.9034038782119751,0.9004634618759155,22,2437
0.9031389355659485,0.8886170983314514,23,2543
0.905011773109436,0.8929706811904907,24,2649
0.9036588668823242,0.8820757865905762,25,2755
0.9037700891494751,0.8804542422294617,26,2861
0.9044127464294434,0.8818410038948059,27,2967
0.9054656028747559,0.8841599225997925,28,3073
0.9059982299804688,0.8729989528656006,29,3179
0.9082601070404053,0.8623403310775757,30,3285
0.9108572006225586,0.8514438271522522,31,3391
0.9091939330101013,0.8435892462730408,32,3497
0.911497175693512,0.8311040997505188,33,3603
0.9102817177772522,0.8390421271324158,34,3709
0.9109838008880615,0.8315978050231934,35,3815
0.9099947214126587,0.8305140137672424,36,3921
0.9105190634727478,0.8197896480560303,37,4027
0.9095929265022278,0.8369064331054688,38,4133
0.9112923741340637,0.8286893963813782,39,4239
0.9096466302871704,0.8308502435684204,40,4345
0.9117618799209595,0.8273681402206421,41,4451
0.9111277461051941,0.8302833437919617,42,4557
0.9104580879211426,0.8239096403121948,43,4663
0.9140975475311279,0.811362087726593,44,4769
0.9090245962142944,0.8312564492225647,45,4875
0.913041889667511,0.8237792253494263,46,4981
0.9069183468818665,0.818604588508606,47,5087
0.9111904501914978,0.8099640011787415,48,5193
0.9119203090667725,0.8082983493804932,49,5299
0.9117029905319214,0.8004787564277649,50,5405
0.9146220088005066,0.793062686920166,51,5511
0.9149163961410522,0.7964292168617249,52,5617
0.9136706590652466,0.805615246295929,53,5723
0.9148287177085876,0.7931423187255859,54,5829
0.9149523973464966,0.7882177829742432,55,5935
0.9121964573860168,0.8010276556015015,56,6041
0.9132905006408691,0.7876760959625244,57,6147
0.9154172539710999,0.7726283073425293,58,6253
0.9151233434677124,0.7767951488494873,59,6359
0.9160026907920837,0.7674307227134705,60,6465
0.9133883714675903,0.7669116854667664,61,6571
0.9152601957321167,0.7680004239082336,62,6677
0.9151021242141724,0.7712121605873108,63,6783
0.9130916595458984,0.7693018913269043,64,6889
0.9142245054244995,0.7715569138526917,65,6995
0.914710521697998,0.7623369693756104,66,7101
0.9114588499069214,0.777448832988739,67,7207
0.9148364067077637,0.7773169875144958,68,7313
0.9153910279273987,0.7741631865501404,69,7419
0.9127565622329712,0.7571542263031006,70,7525
0.9130690097808838,0.7804849743843079,71,7631
0.9149483442306519,0.7772966027259827,72,7737
0.9136877655982971,0.7821555137634277,73,7843
0.9171289801597595,0.7683298587799072,74,7949
0.9163402318954468,0.7514781951904297,75,8055
0.9154462814331055,0.7660782933235168,76,8161
0.915411114692688,0.7546463012695312,77,8267
0.9161477088928223,0.7607274055480957,78,8373
0.9124335050582886,0.7654207944869995,79,8479
0.9122653007507324,0.7717193365097046,80,8585
0.9149389863014221,0.7570810317993164,81,8691
0.9147372841835022,0.7552608847618103,82,8797
0.9143559336662292,0.7563042044639587,83,8903
0.9162882566452026,0.7575293183326721,84,9009
0.9173886775970459,0.7426884174346924,85,9115
0.9182115793228149,0.7501246929168701,86,9221
0.9148362874984741,0.7540183663368225,87,9327
0.9151278734207153,0.7574816942214966,88,9433
0.9158219695091248,0.7514632940292358,89,9539
0.9155881404876709,0.7538681626319885,90,9645
0.9144808650016785,0.759215235710144,91,9751
0.9160486459732056,0.7485886812210083,92,9857
0.9159891605377197,0.7569466233253479,93,9963
0.9185036420822144,0.735235333442688,94,10069
0.9155660271644592,0.7411481142044067,95,10175
0.9184687733650208,0.7405745983123779,96,10281
0.9160568714141846,0.740627110004425,97,10387
0.9169979691505432,0.7383235692977905,98,10493
0.9135527610778809,0.7548511028289795,99,10599
0.917894721031189,0.7354433536529541,100,10705
0.9167534708976746,0.7369164824485779,101,10811
0.9168186187744141,0.7453535795211792,102,10917
0.9184403419494629,0.7277024984359741,103,11023
0.9186365604400635,0.7225282192230225,104,11129
0.9157506227493286,0.7321736812591553,105,11235
0.9146519899368286,0.736909806728363,106,11341
0.9139950275421143,0.723853588104248,107,11447
0.9137373566627502,0.7256579399108887,108,11553
0.9128196835517883,0.7403108477592468,109,11659
0.9138435125350952,0.7394161820411682,110,11765
