dev_auroc,dev_loss,epoch,step
0.7702801823616028,1.4795846939086914,0,105
0.8051537275314331,1.4389019012451172,1,211
0.8365181684494019,1.361651062965393,2,317
0.849624514579773,1.3070952892303467,3,423
0.8609695434570312,1.2755483388900757,4,529
0.8724642992019653,1.2343107461929321,5,635
0.8796452879905701,1.214706301689148,6,741
0.8854835033416748,1.201253056526184,7,847
0.8917251229286194,1.168809175491333,8,953
0.8927156329154968,1.1583058834075928,9,1059
0.898115336894989,1.1556276082992554,10,1165
0.8987935185432434,1.149275541305542,11,1271
0.9009570479393005,1.1204707622528076,12,1377
0.9044488072395325,1.1085923910140991,13,1483
0.9060723185539246,1.1035358905792236,14,1589
0.9093550443649292,1.083640217781067,15,1695
0.9101728796958923,1.0627012252807617,16,1801
0.9112395644187927,1.061378002166748,17,1907
0.9117914438247681,1.055388331413269,18,2013
0.9134784936904907,1.0384728908538818,19,2119
0.9099441766738892,1.0516501665115356,20,2225
0.9126207828521729,1.0467628240585327,21,2331
0.9149821996688843,1.0325841903686523,22,2437
0.9152883291244507,1.0179400444030762,23,2543
0.9142341017723083,1.0092324018478394,24,2649
0.9159002304077148,1.009934663772583,25,2755
0.9173009991645813,0.9885268807411194,26,2861
0.9164353609085083,0.9967641830444336,27,2967
0.9152423739433289,0.9973286390304565,28,3073
0.9156612157821655,1.0009042024612427,29,3179
0.9160710573196411,0.9885262846946716,30,3285
0.9185154438018799,0.9838311076164246,31,3391
0.9210247993469238,0.9651814699172974,32,3497
0.9195173978805542,0.9707483053207397,33,3603
0.9191120862960815,0.981545627117157,34,3709
0.9203965067863464,0.9646337628364563,35,3815
0.9201207160949707,0.9646549224853516,36,3921
0.9211757779121399,0.9579769968986511,37,4027
0.9205838441848755,0.9504586458206177,38,4133
0.9205679297447205,0.9473081827163696,39,4239
0.9209975600242615,0.9395694732666016,40,4345
0.9207071661949158,0.9418604373931885,41,4451
0.9206889867782593,0.9323606491088867,42,4557
0.9206174612045288,0.930267333984375,43,4663
0.9217745065689087,0.9247260093688965,44,4769
0.9203177094459534,0.932875394821167,45,4875
0.9219350814819336,0.9234563112258911,46,4981
0.9220619201660156,0.9211603999137878,47,5087
0.9237037897109985,0.8981260657310486,48,5193
0.9215635657310486,0.9215481877326965,49,5299
0.9235332012176514,0.9125825762748718,50,5405
0.9218995571136475,0.9121599197387695,51,5511
0.9230018854141235,0.905249834060669,52,5617
0.9236788153648376,0.8990193009376526,53,5723
0.9209222197532654,0.9052042365074158,54,5829
0.9174574613571167,0.9112062454223633,55,5935
0.9210137724876404,0.8966737389564514,56,6041
0.9208189845085144,0.8984882235527039,57,6147
0.9206730723381042,0.9005022644996643,58,6253
0.9213664531707764,0.8868544101715088,59,6359
0.918930172920227,0.903410017490387,60,6465
0.9178763628005981,0.8997394442558289,61,6571
0.9173169732093811,0.9097305536270142,62,6677
0.9196133017539978,0.8815611004829407,63,6783
0.9206398725509644,0.8770599961280823,64,6889
0.9210325479507446,0.8883422613143921,65,6995
0.9190268516540527,0.9015602469444275,66,7101
0.9192118048667908,0.8970949649810791,67,7207
0.9203035235404968,0.8893670439720154,68,7313
0.9198230504989624,0.8980222344398499,69,7419
0.9179166555404663,0.9107620716094971,70,7525
0.9219765663146973,0.8786787986755371,71,7631
0.9210211038589478,0.8846891522407532,72,7737
0.9210963249206543,0.8727717399597168,73,7843
0.9203968644142151,0.8722788691520691,74,7949
0.9218277931213379,0.8716373443603516,75,8055
0.9207053780555725,0.8850112557411194,76,8161
0.9201648235321045,0.8801422715187073,77,8267
0.920007586479187,0.8857010006904602,78,8373
0.9200810790061951,0.8665942549705505,79,8479
0.9191369414329529,0.8883545994758606,80,8585
0.9195111393928528,0.8797891736030579,81,8691
0.9201787114143372,0.8716962933540344,82,8797
0.9217027425765991,0.8670173287391663,83,8903
0.9244703054428101,0.8479834794998169,84,9009
0.9232446551322937,0.8577146530151367,85,9115
0.9213785529136658,0.8640801310539246,86,9221
0.9207890033721924,0.881478488445282,87,9327
0.9214074611663818,0.8570641279220581,88,9433
0.9233514666557312,0.8433278203010559,89,9539
0.9234580993652344,0.8544857501983643,90,9645
0.9218213558197021,0.8634690642356873,91,9751
0.9222916960716248,0.8516392707824707,92,9857
0.9209334254264832,0.860883891582489,93,9963
0.9219548106193542,0.8670790791511536,94,10069
0.9236156940460205,0.8555892109870911,95,10175
0.921858012676239,0.8583310842514038,96,10281
0.9227304458618164,0.8477272391319275,97,10387
0.923232913017273,0.8505720496177673,98,10493
0.9224311709403992,0.8498263955116272,99,10599
0.9191101789474487,0.8701973557472229,100,10705
0.9221299886703491,0.8461727499961853,101,10811
0.9198678135871887,0.8643566966056824,102,10917
0.9205010533332825,0.8555812239646912,103,11023
0.921017587184906,0.8515809178352356,104,11129
0.9216039776802063,0.8513749241828918,105,11235
0.9219200015068054,0.8550910353660583,106,11341
0.9204458594322205,0.8709927797317505,107,11447
0.9229987263679504,0.8522623181343079,108,11553
0.9237450957298279,0.8426462411880493,109,11659
0.9226415753364563,0.8578726649284363,110,11765
0.9215108752250671,0.8639390468597412,111,11871
0.9203640818595886,0.8616330623626709,112,11977
0.9220378994941711,0.8384566307067871,113,12083
0.9217061996459961,0.8536126017570496,114,12189
0.9220196008682251,0.8447462320327759,115,12295
0.9225847721099854,0.8405382633209229,116,12401
0.9230448603630066,0.846734881401062,117,12507
0.9224511981010437,0.8362705111503601,118,12613
0.9220321178436279,0.8502370715141296,119,12719
0.9227709770202637,0.8335447311401367,120,12825
0.9231932163238525,0.830116868019104,121,12931
0.9216628670692444,0.8480451107025146,122,13037
0.9196969270706177,0.8530778288841248,123,13143
0.9218035340309143,0.8491135835647583,124,13249
0.9216456413269043,0.8576716184616089,125,13355
0.921809732913971,0.8560473918914795,126,13461
0.9189939498901367,0.8576397895812988,127,13567
0.9218625426292419,0.8393509984016418,128,13673
0.9215296506881714,0.8507146239280701,129,13779
0.922677755355835,0.8399013876914978,130,13885
0.9222922325134277,0.8444790840148926,131,13991
0.9228827953338623,0.8462007641792297,132,14097
0.923234224319458,0.8498842716217041,133,14203
0.9242843389511108,0.8367046117782593,134,14309
0.9211528301239014,0.8498271703720093,135,14415
0.9220224022865295,0.8376666903495789,136,14521
0.9219567775726318,0.8461185097694397,137,14627
0.9219150543212891,0.8328927159309387,138,14733
0.919546902179718,0.8515181541442871,139,14839
0.9213985204696655,0.8427575826644897,140,14945
0.9203920364379883,0.8486027717590332,141,15051
